date,sold
2014-04-04,811
2014-04-05,798
2014-04-06,801
2014-04-07,799
2014-04-08,815
2014-04-09,824
2014-04-10,826
2014-04-11,805
2014-04-12,800
2014-04-13,798
2014-04-14,809
2014-04-15,811
2014-04-16,820
2014-04-17,813
2014-04-18,828
2014-04-19,803
2014-04-20,823
2014-04-21,807
2014-04-22,818
2014-04-23,819
2014-04-24,816
2014-04-25,799
2014-04-26,803
2014-04-27,813
2014-04-28,819
2014-04-29,825
2014-04-30,818
2014-05-01,809
2014-05-02,818
2014-05-03,787
2014-05-04,825
2014-05-05,818
2014-05-06,833
2014-05-07,825
2014-05-08,814
2014-05-09,829
2014-05-10,819
2014-05-11,815
2014-05-12,816
2014-05-13,842
2014-05-14,845
2014-05-15,820
2014-05-16,813
2014-05-17,812
2014-05-18,805
2014-05-19,823
2014-05-20,833
2014-05-21,815
2014-05-22,823
2014-05-23,833
2014-05-24,821
2014-05-25,800
2014-05-26,831
2014-05-27,845
2014-05-28,848
2014-05-29,843
2014-05-30,822
2014-05-31,819
2014-06-01,823
2014-06-02,842
2014-06-03,830
2014-06-04,835
2014-06-05,843
2014-06-06,829
2014-06-07,814
2014-06-08,835
2014-06-09,849
2014-06-10,837
2014-06-11,845
2014-06-12,840
2014-06-13,838
2014-06-14,843
2014-06-15,840
2014-06-16,838
2014-06-17,843
2014-06-18,857
2014-06-19,835
2014-06-20,833
2014-06-21,843
2014-06-22,846
2014-06-23,840
2014-06-24,853
2014-06-25,871
2014-06-26,840
2014-06-27,848
2014-06-28,834
2014-06-29,859
2014-06-30,842
2014-07-01,856
2014-07-02,861
2014-07-03,852
2014-07-04,850
2014-07-05,849
2014-07-06,858
2014-07-07,842
2014-07-08,863
2014-07-09,864
2014-07-10,860
2014-07-11,874
2014-07-12,849
2014-07-13,867
2014-07-14,869
2014-07-15,866
2014-07-16,878
2014-07-17,870
2014-07-18,867
2014-07-19,854
2014-07-20,873
2014-07-21,864
2014-07-22,873
2014-07-23,890
2014-07-24,873
2014-07-25,867
2014-07-26,870
2014-07-27,884
2014-07-28,868
2014-07-29,882
2014-07-30,886
2014-07-31,876
2014-08-01,868
2014-08-02,880
2014-08-03,868
2014-08-04,893
2014-08-05,872
2014-08-06,890
2014-08-07,890
2014-08-08,882
2014-08-09,865
2014-08-10,863
2014-08-11,874
2014-08-12,900
2014-08-13,904
2014-08-14,882
2014-08-15,902
2014-08-16,876
2014-08-17,888
2014-08-18,886
2014-08-19,891
2014-08-20,904
2014-08-21,904
2014-08-22,897
2014-08-23,882
2014-08-24,887
2014-08-25,893
2014-08-26,917
2014-08-27,890
2014-08-28,894
2014-08-29,879
2014-08-30,884
2014-08-31,882
2014-09-01,900
2014-09-02,889
2014-09-03,919
2014-09-04,903
2014-09-05,876
2014-09-06,879
2014-09-07,883
2014-09-08,879
2014-09-09,915
2014-09-10,896
2014-09-11,894
2014-09-12,881
2014-09-13,889
2014-09-14,888
2014-09-15,897
2014-09-16,908
2014-09-17,899
2014-09-18,897
2014-09-19,885
2014-09-20,866
2014-09-21,890
2014-09-22,883
2014-09-23,914
2014-09-24,907
2014-09-25,905
2014-09-26,891
2014-09-27,877
2014-09-28,902
2014-09-29,901
2014-09-30,893
2014-10-01,916
2014-10-02,894
2014-10-03,904
2014-10-04,897
2014-10-05,891
2014-10-06,908
2014-10-07,910
2014-10-08,887
2014-10-09,910
2014-10-10,917
2014-10-11,900
2014-10-12,892
2014-10-13,898
2014-10-14,896
2014-10-15,899
2014-10-16,899
2014-10-17,887
2014-10-18,889
2014-10-19,910
2014-10-20,886
2014-10-21,913
2014-10-22,901
2014-10-23,897
2014-10-24,890
2014-10-25,904
2014-10-26,884
2014-10-27,904
2014-10-28,912
2014-10-29,889
2014-10-30,899
2014-10-31,892
2014-11-01,887
2014-11-02,878
2014-11-03,893
2014-11-04,896
2014-11-05,886
2014-11-06,885
2014-11-07,880
2014-11-08,887
2014-11-09,900
2014-11-10,887
2014-11-11,880
2014-11-12,888
2014-11-13,889
2014-11-14,876
2014-11-15,882
2014-11-16,877
2014-11-17,872
2014-11-18,902
2014-11-19,897
2014-11-20,886
2014-11-21,880
2014-11-22,874
2014-11-23,877
2014-11-24,869
2014-11-25,899
2014-11-26,897
2014-11-27,866
2014-11-28,857
2014-11-29,881
2014-11-30,868
2014-12-01,874
2014-12-02,881
2014-12-03,888
2014-12-04,906
2014-12-05,870
2014-12-06,861
2014-12-07,862
2014-12-08,870
2014-12-09,869
2014-12-10,878
2014-12-11,871
2014-12-12,859
2014-12-13,852
2014-12-14,861
2014-12-15,860
2014-12-16,851
2014-12-17,866
2014-12-18,866
2014-12-19,847
2014-12-20,864
2014-12-21,864
2014-12-22,869
2014-12-23,867
2014-12-24,875
2014-12-25,859
2014-12-26,844
2014-12-27,858
2014-12-28,861
2014-12-29,842
2014-12-30,857
2014-12-31,862
2015-01-01,873
2015-01-02,859
2015-01-03,852
2015-01-04,838
2015-01-05,850
2015-01-06,853
2015-01-07,850
2015-01-08,845
2015-01-09,862
2015-01-10,836
2015-01-11,848
2015-01-12,848
2015-01-13,850
2015-01-14,841
2015-01-15,858
2015-01-16,837
2015-01-17,840
2015-01-18,846
2015-01-19,835
2015-01-20,854
2015-01-21,849
2015-01-22,847
2015-01-23,842
2015-01-24,863
2015-01-25,824
2015-01-26,812
2015-01-27,853
2015-01-28,839
2015-01-29,842
2015-01-30,817
2015-01-31,851
2015-02-01,837
2015-02-02,850
2015-02-03,823
2015-02-04,824
2015-02-05,849
2015-02-06,803
2015-02-07,824
2015-02-08,828
2015-02-09,817
2015-02-10,830
2015-02-11,848
2015-02-12,821
2015-02-13,829
2015-02-14,836
2015-02-15,825
2015-02-16,827
2015-02-17,836
2015-02-18,826
2015-02-19,832
2015-02-20,813
2015-02-21,817
2015-02-22,830
2015-02-23,822
2015-02-24,811
2015-02-25,845
2015-02-26,820
2015-02-27,812
2015-02-28,802
2015-03-01,796
2015-03-02,819
2015-03-03,815
2015-03-04,816
2015-03-05,791
2015-03-06,810
2015-03-07,797
2015-03-08,818
2015-03-09,809
2015-03-10,832
2015-03-11,808
2015-03-12,808
2015-03-13,808
2015-03-14,803
2015-03-15,785
2015-03-16,825
2015-03-17,812
2015-03-18,800
2015-03-19,810
2015-03-20,820
2015-03-21,783
2015-03-22,816
2015-03-23,814
2015-03-24,814
2015-03-25,814
2015-03-26,819
2015-03-27,812
2015-03-28,810
2015-03-29,794
2015-03-30,807
2015-03-31,820
2015-04-01,828
2015-04-02,828
2015-04-03,807
2015-04-04,833
2015-04-05,798
2015-04-06,816
2015-04-07,819
2015-04-08,812
2015-04-09,827
2015-04-10,815
2015-04-11,825
2015-04-12,784
2015-04-13,809
2015-04-14,814
2015-04-15,822
2015-04-16,832
2015-04-17,810
2015-04-18,803
2015-04-19,799
2015-04-20,797
2015-04-21,804
2015-04-22,833
2015-04-23,828
2015-04-24,811
2015-04-25,781
2015-04-26,813
2015-04-27,796
2015-04-28,827
2015-04-29,833
2015-04-30,819
2015-05-01,822
2015-05-02,798
2015-05-03,795
2015-05-04,808
2015-05-05,816
2015-05-06,824
2015-05-07,840
2015-05-08,812
2015-05-09,789
2015-05-10,809
2015-05-11,817
2015-05-12,826
2015-05-13,835
2015-05-14,822
2015-05-15,818
2015-05-16,808
2015-05-17,804
2015-05-18,823
2015-05-19,828
2015-05-20,823
2015-05-21,815
2015-05-22,849
2015-05-23,827
2015-05-24,821
2015-05-25,823
2015-05-26,850
2015-05-27,824
2015-05-28,833
2015-05-29,825
2015-05-30,821
2015-05-31,816
2015-06-01,833
2015-06-02,837
2015-06-03,813
2015-06-04,830
2015-06-05,817
2015-06-06,841
2015-06-07,831
2015-06-08,846
2015-06-09,839
2015-06-10,855
2015-06-11,849
2015-06-12,821
2015-06-13,837
2015-06-14,839
2015-06-15,834
2015-06-16,854
2015-06-17,840
2015-06-18,850
2015-06-19,843
2015-06-20,858
2015-06-21,858
2015-06-22,839
2015-06-23,863
2015-06-24,873
2015-06-25,835
2015-06-26,846
2015-06-27,835
2015-06-28,839
2015-06-29,849
2015-06-30,867
2015-07-01,871
2015-07-02,871
2015-07-03,846
2015-07-04,855
2015-07-05,847
2015-07-06,860
2015-07-07,836
2015-07-08,869
2015-07-09,858
2015-07-10,869
2015-07-11,865
2015-07-12,864
2015-07-13,865
2015-07-14,872
2015-07-15,865
2015-07-16,880
2015-07-17,874
2015-07-18,856
2015-07-19,867
2015-07-20,860
2015-07-21,884
2015-07-22,886
2015-07-23,870
2015-07-24,891
2015-07-25,861
2015-07-26,853
2015-07-27,887
2015-07-28,881
2015-07-29,891
2015-07-30,888
2015-07-31,881
2015-08-01,852
2015-08-02,866
2015-08-03,867
2015-08-04,899
2015-08-05,878
2015-08-06,900
2015-08-07,883
2015-08-08,857
2015-08-09,877
2015-08-10,877
2015-08-11,884
2015-08-12,893
2015-08-13,881
2015-08-14,864
2015-08-15,883
2015-08-16,876
2015-08-17,873
2015-08-18,906
2015-08-19,891
2015-08-20,885
2015-08-21,887
2015-08-22,873
2015-08-23,889
2015-08-24,885
2015-08-25,884
2015-08-26,882
2015-08-27,889
2015-08-28,882
2015-08-29,891
2015-08-30,886
2015-08-31,899
2015-09-01,894
2015-09-02,912
2015-09-03,897
2015-09-04,893
2015-09-05,877
2015-09-06,892
2015-09-07,878
2015-09-08,896
2015-09-09,893
2015-09-10,913
2015-09-11,888
2015-09-12,890
2015-09-13,897
2015-09-14,889
2015-09-15,883
2015-09-16,913
2015-09-17,882
2015-09-18,905
2015-09-19,894
2015-09-20,885
2015-09-21,891
2015-09-22,894
2015-09-23,904
2015-09-24,894
2015-09-25,899
2015-09-26,893
2015-09-27,883
2015-09-28,890
2015-09-29,893
2015-09-30,909
2015-10-01,927
2015-10-02,895
2015-10-03,895
2015-10-04,887
2015-10-05,880
2015-10-06,891
2015-10-07,894
2015-10-08,909
2015-10-09,902
2015-10-10,894
2015-10-11,881
2015-10-12,889
2015-10-13,911
2015-10-14,915
2015-10-15,902
2015-10-16,899
2015-10-17,903
2015-10-18,898
2015-10-19,912
2015-10-20,898
2015-10-21,897
2015-10-22,908
2015-10-23,890
2015-10-24,883
2015-10-25,910
2015-10-26,894
2015-10-27,887
2015-10-28,896
2015-10-29,885
2015-10-30,876
2015-10-31,880
2015-11-01,883
2015-11-02,896
2015-11-03,911
2015-11-04,891
2015-11-05,876
2015-11-06,889
2015-11-07,864
2015-11-08,879
2015-11-09,880
2015-11-10,891
2015-11-11,889
2015-11-12,889
2015-11-13,887
2015-11-14,865
2015-11-15,851
2015-11-16,887
2015-11-17,894
2015-11-18,887
2015-11-19,878
2015-11-20,875
2015-11-21,883
2015-11-22,894
2015-11-23,881
2015-11-24,888
2015-11-25,897
2015-11-26,877
2015-11-27,866
2015-11-28,883
2015-11-29,871
2015-11-30,860
2015-12-01,880
2015-12-02,869
2015-12-03,874
2015-12-04,871
2015-12-05,867
2015-12-06,868
2015-12-07,865
2015-12-08,878
2015-12-09,874
2015-12-10,865
2015-12-11,853
2015-12-12,857
2015-12-13,844
2015-12-14,877
2015-12-15,859
2015-12-16,883
2015-12-17,857
2015-12-18,860
2015-12-19,852
2015-12-20,860
2015-12-21,859
2015-12-22,868
2015-12-23,859
2015-12-24,862
2015-12-25,850
2015-12-26,841
2015-12-27,848
2015-12-28,842
2015-12-29,857
2015-12-30,864
2015-12-31,845
2016-01-01,869
2016-01-02,853
2016-01-03,858
2016-01-04,848
2016-01-05,854
2016-01-06,849
2016-01-07,840
2016-01-08,852
2016-01-09,826
2016-01-10,831
2016-01-11,832
2016-01-12,829
2016-01-13,846
2016-01-14,837
2016-01-15,850
2016-01-16,844
2016-01-17,839
2016-01-18,843
2016-01-19,851
2016-01-20,842
2016-01-21,835
2016-01-22,833
2016-01-23,849
2016-01-24,819
2016-01-25,838
2016-01-26,843
2016-01-27,829
2016-01-28,839
2016-01-29,818
2016-01-30,832
2016-01-31,821
2016-02-01,842
2016-02-02,834
2016-02-03,833
2016-02-04,825
2016-02-05,828
2016-02-06,824
2016-02-07,815
2016-02-08,821
2016-02-09,843
2016-02-10,819
2016-02-11,835
2016-02-12,819
2016-02-13,820
2016-02-14,828
2016-02-15,820
2016-02-16,821
2016-02-17,822
2016-02-18,833
2016-02-19,824
2016-02-20,823
2016-02-21,823
2016-02-22,822
2016-02-23,821
2016-02-24,845
2016-02-25,819
2016-02-26,839
2016-02-27,808
2016-02-28,818
2016-02-29,813
2016-03-01,809
2016-03-02,830
2016-03-03,816
2016-03-04,816
2016-03-05,800
2016-03-06,813
2016-03-07,806
2016-03-08,824
2016-03-09,836
2016-03-10,824
2016-03-11,801
2016-03-12,801
2016-03-13,819
2016-03-14,806
2016-03-15,817
2016-03-16,815
2016-03-17,808
2016-03-18,818
2016-03-19,805
2016-03-20,804
2016-03-21,813
2016-03-22,825
2016-03-23,811
2016-03-24,783
2016-03-25,799
2016-03-26,796
2016-03-27,807
2016-03-28,823
2016-03-29,798
2016-03-30,815
2016-03-31,810
2016-04-01,832
2016-04-02,781
2016-04-03,798
2016-04-04,808
2016-04-05,808
2016-04-06,817
2016-04-07,824
2016-04-08,792
2016-04-09,797
2016-04-10,802
2016-04-11,798
2016-04-12,817
2016-04-13,815
2016-04-14,819
2016-04-15,826
2016-04-16,790
2016-04-17,805
2016-04-18,811
2016-04-19,817
2016-04-20,821
2016-04-21,806
2016-04-22,812
2016-04-23,804
2016-04-24,817
2016-04-25,802
2016-04-26,820
2016-04-27,823
2016-04-28,829
2016-04-29,807
2016-04-30,824
2016-05-01,801
2016-05-02,817
2016-05-03,801
2016-05-04,834
2016-05-05,823
2016-05-06,822
2016-05-07,803
2016-05-08,808
2016-05-09,830
2016-05-10,833
2016-05-11,838
2016-05-12,812
2016-05-13,817
2016-05-14,817
2016-05-15,809
2016-05-16,812
2016-05-17,840
2016-05-18,824
2016-05-19,832
2016-05-20,826
2016-05-21,815
2016-05-22,827
2016-05-23,817
2016-05-24,831
2016-05-25,841
2016-05-26,835
2016-05-27,809
2016-05-28,813
2016-05-29,820
2016-05-30,831
2016-05-31,815
2016-06-01,848
2016-06-02,831
2016-06-03,821
2016-06-04,819
2016-06-05,833
2016-06-06,835
2016-06-07,836
2016-06-08,828
2016-06-09,835
2016-06-10,827
2016-06-11,835
2016-06-12,814
2016-06-13,845
2016-06-14,855
2016-06-15,837
2016-06-16,825
2016-06-17,845
2016-06-18,859
2016-06-19,838
2016-06-20,844
2016-06-21,860
2016-06-22,842
2016-06-23,845
2016-06-24,846
2016-06-25,823
2016-06-26,844
2016-06-27,873
2016-06-28,855
2016-06-29,856
2016-06-30,863
2016-07-01,854
2016-07-02,845
2016-07-03,857
2016-07-04,840
2016-07-05,879
2016-07-06,853
2016-07-07,859
2016-07-08,840
2016-07-09,856
2016-07-10,857
2016-07-11,844
2016-07-12,878
2016-07-13,880
2016-07-14,854
2016-07-15,870
2016-07-16,875
2016-07-17,865
2016-07-18,876
2016-07-19,873
2016-07-20,877
2016-07-21,873
2016-07-22,859
2016-07-23,864
2016-07-24,859
2016-07-25,865
2016-07-26,872
2016-07-27,881
2016-07-28,874
2016-07-29,863
2016-07-30,874
2016-07-31,870
2016-08-01,869
2016-08-02,885
2016-08-03,902
2016-08-04,897
2016-08-05,873
2016-08-06,877
2016-08-07,856
2016-08-08,884
2016-08-09,893
2016-08-10,881
2016-08-11,893
2016-08-12,885
2016-08-13,878
2016-08-14,863
2016-08-15,896
2016-08-16,890
2016-08-17,877
2016-08-18,901
2016-08-19,884
2016-08-20,887
2016-08-21,880
2016-08-22,891
2016-08-23,907
2016-08-24,888
2016-08-25,897
2016-08-26,888
2016-08-27,882
2016-08-28,888
2016-08-29,890
2016-08-30,909
2016-08-31,890
2016-09-01,883
2016-09-02,888
2016-09-03,897
2016-09-04,883
2016-09-05,894
2016-09-06,890
2016-09-07,892
2016-09-08,904
2016-09-09,894
2016-09-10,897
2016-09-11,898
2016-09-12,881
2016-09-13,898
2016-09-14,895
2016-09-15,889
2016-09-16,889
2016-09-17,904
2016-09-18,901
2016-09-19,899
2016-09-20,903
2016-09-21,910
2016-09-22,901
2016-09-23,885
2016-09-24,873
2016-09-25,873
2016-09-26,899
2016-09-27,902
2016-09-28,899
2016-09-29,915
2016-09-30,895
2016-10-01,885
2016-10-02,893
2016-10-03,916
2016-10-04,915
2016-10-05,906
2016-10-06,905
2016-10-07,906
2016-10-08,883
2016-10-09,893
2016-10-10,906
2016-10-11,907
2016-10-12,913
2016-10-13,896
2016-10-14,890
2016-10-15,897
2016-10-16,896
2016-10-17,909
2016-10-18,887
2016-10-19,896
2016-10-20,903
2016-10-21,878
2016-10-22,890
2016-10-23,874
2016-10-24,917
2016-10-25,907
2016-10-26,893
2016-10-27,900
2016-10-28,886
2016-10-29,876
2016-10-30,890
2016-10-31,882
2016-11-01,882
2016-11-02,902
2016-11-03,897
2016-11-04,885
2016-11-05,869
2016-11-06,878
2016-11-07,897
2016-11-08,914
2016-11-09,906
2016-11-10,889
2016-11-11,874
2016-11-12,890
2016-11-13,884
2016-11-14,874
2016-11-15,900
2016-11-16,891
2016-11-17,876
2016-11-18,883
2016-11-19,865
2016-11-20,892
2016-11-21,900
2016-11-22,905
2016-11-23,893
2016-11-24,878
2016-11-25,884
2016-11-26,857
2016-11-27,881
2016-11-28,877
2016-11-29,885
2016-11-30,897
2016-12-01,866
2016-12-02,877
2016-12-03,856
2016-12-04,843
2016-12-05,872
2016-12-06,878
2016-12-07,885
2016-12-08,874
2016-12-09,875
2016-12-10,885
2016-12-11,865
2016-12-12,880
2016-12-13,874
2016-12-14,871
2016-12-15,860
2016-12-16,867
2016-12-17,860
2016-12-18,846
2016-12-19,865
2016-12-20,877
2016-12-21,855
2016-12-22,879
2016-12-23,846
2016-12-24,854
2016-12-25,843
2016-12-26,859
2016-12-27,849
2016-12-28,862
2016-12-29,859
2016-12-30,861
2016-12-31,842
2017-01-01,846
2017-01-02,861
2017-01-03,842
2017-01-04,868
2017-01-05,855
2017-01-06,857
2017-01-07,841
2017-01-08,844
2017-01-09,857
2017-01-10,853
2017-01-11,860
2017-01-12,847
2017-01-13,841
2017-01-14,834
2017-01-15,826
2017-01-16,859
2017-01-17,839
2017-01-18,833
2017-01-19,836
2017-01-20,827
2017-01-21,828
2017-01-22,818
2017-01-23,841
2017-01-24,872
2017-01-25,845
2017-01-26,849
2017-01-27,823
2017-01-28,827
2017-01-29,831
2017-01-30,852
2017-01-31,855
2017-02-01,856
2017-02-02,844
2017-02-03,811
2017-02-04,822
2017-02-05,818
2017-02-06,834
2017-02-07,859
2017-02-08,836
2017-02-09,837
2017-02-10,819
2017-02-11,842
2017-02-12,815
2017-02-13,821
2017-02-14,837
2017-02-15,825
2017-02-16,841
2017-02-17,829
2017-02-18,799
2017-02-19,812
2017-02-20,830
2017-02-21,836
2017-02-22,825
2017-02-23,822
2017-02-24,812
2017-02-25,805
2017-02-26,803
2017-02-27,811
2017-02-28,829
2017-03-01,814
2017-03-02,821
2017-03-03,829
2017-03-04,817
2017-03-05,823
2017-03-06,817
2017-03-07,830
2017-03-08,806
2017-03-09,801
2017-03-10,808
2017-03-11,796
2017-03-12,800
2017-03-13,816
2017-03-14,820
2017-03-15,809
2017-03-16,823
2017-03-17,813
2017-03-18,803
2017-03-19,801
2017-03-20,829
2017-03-21,830
2017-03-22,824
2017-03-23,814
2017-03-24,814
2017-03-25,811
2017-03-26,793
2017-03-27,804
2017-03-28,825
2017-03-29,820
2017-03-30,822
2017-03-31,804
2017-04-01,807
2017-04-02,804
2017-04-03,804
2017-04-04,816
2017-04-05,836
2017-04-06,817
2017-04-07,804
2017-04-08,811
2017-04-09,809
2017-04-10,793
2017-04-11,830
2017-04-12,818
2017-04-13,831
2017-04-14,812
2017-04-15,808
2017-04-16,810
2017-04-17,813
2017-04-18,827
2017-04-19,831
2017-04-20,838
2017-04-21,805
2017-04-22,809
2017-04-23,792
2017-04-24,802
2017-04-25,809
2017-04-26,825
2017-04-27,811
2017-04-28,818
2017-04-29,797
2017-04-30,804
2017-05-01,814
2017-05-02,832
2017-05-03,838
2017-05-04,826
2017-05-05,827
2017-05-06,812
2017-05-07,803
2017-05-08,815
2017-05-09,833
2017-05-10,842
2017-05-11,840
2017-05-12,827
2017-05-13,823
2017-05-14,822
2017-05-15,820
2017-05-16,835
2017-05-17,837
2017-05-18,826
2017-05-19,816
2017-05-20,803
2017-05-21,824
2017-05-22,837
2017-05-23,830
2017-05-24,839
2017-05-25,836
2017-05-26,826
2017-05-27,854
2017-05-28,836
2017-05-29,815
2017-05-30,848
2017-05-31,838
2017-06-01,822
2017-06-02,830
2017-06-03,838
2017-06-04,844
2017-06-05,847
2017-06-06,840
2017-06-07,848
2017-06-08,851
2017-06-09,841
2017-06-10,822
2017-06-11,838
2017-06-12,839
2017-06-13,855
2017-06-14,831
2017-06-15,841
2017-06-16,850
2017-06-17,839
2017-06-18,846
2017-06-19,862
2017-06-20,875
2017-06-21,854
2017-06-22,853
2017-06-23,856
2017-06-24,848
2017-06-25,858
2017-06-26,836
2017-06-27,865
2017-06-28,849
2017-06-29,857
2017-06-30,847
2017-07-01,844
2017-07-02,839
2017-07-03,835
2017-07-04,875
2017-07-05,880
2017-07-06,872
2017-07-07,858
2017-07-08,862
2017-07-09,847
2017-07-10,868
2017-07-11,868
2017-07-12,889
2017-07-13,879
2017-07-14,883
2017-07-15,858
2017-07-16,867
2017-07-17,878
2017-07-18,879
2017-07-19,882
2017-07-20,864
2017-07-21,871
2017-07-22,863
2017-07-23,848
2017-07-24,867
2017-07-25,890
2017-07-26,891
2017-07-27,866
2017-07-28,876
2017-07-29,858
2017-07-30,879
2017-07-31,892
2017-08-01,885
2017-08-02,901
2017-08-03,886
2017-08-04,882
2017-08-05,888
2017-08-06,877
2017-08-07,897
2017-08-08,899
2017-08-09,892
2017-08-10,897
2017-08-11,877
2017-08-12,894
2017-08-13,878
2017-08-14,888
2017-08-15,876
2017-08-16,899
2017-08-17,886
2017-08-18,882
2017-08-19,879
2017-08-20,895
2017-08-21,885
2017-08-22,889
2017-08-23,902
2017-08-24,906
2017-08-25,892
2017-08-26,873
2017-08-27,853
2017-08-28,899
2017-08-29,919
2017-08-30,906
2017-08-31,910
2017-09-01,884
2017-09-02,878
2017-09-03,889
2017-09-04,901
2017-09-05,890
2017-09-06,905
2017-09-07,898
2017-09-08,898
2017-09-09,910
2017-09-10,909
2017-09-11,900
2017-09-12,913
2017-09-13,914
2017-09-14,900
2017-09-15,903
2017-09-16,899
2017-09-17,904
2017-09-18,911
2017-09-19,926
2017-09-20,903
2017-09-21,912
2017-09-22,909
2017-09-23,903
2017-09-24,888
2017-09-25,903
2017-09-26,904
2017-09-27,908
2017-09-28,910
2017-09-29,900
2017-09-30,902
2017-10-01,898
2017-10-02,904
2017-10-03,902
2017-10-04,915
2017-10-05,913
2017-10-06,909
2017-10-07,895
2017-10-08,895
2017-10-09,932
2017-10-10,910
2017-10-11,894
2017-10-12,906
2017-10-13,877
2017-10-14,915
2017-10-15,909
2017-10-16,903
2017-10-17,910
2017-10-18,910
2017-10-19,915
2017-10-20,906
2017-10-21,893
2017-10-22,923
2017-10-23,902
2017-10-24,902
2017-10-25,917
2017-10-26,907
2017-10-27,883
2017-10-28,890
2017-10-29,890
2017-10-30,909
2017-10-31,921
2017-11-01,918
2017-11-02,907
2017-11-03,893
2017-11-04,881
2017-11-05,892
2017-11-06,878
2017-11-07,902
2017-11-08,913
2017-11-09,906
2017-11-10,908
2017-11-11,882
2017-11-12,886
2017-11-13,906
2017-11-14,909
2017-11-15,919
2017-11-16,885
2017-11-17,898
2017-11-18,897
2017-11-19,889
2017-11-20,911
2017-11-21,901
2017-11-22,873
2017-11-23,904
2017-11-24,869
2017-11-25,876
2017-11-26,887
2017-11-27,909
2017-11-28,885
2017-11-29,892
2017-11-30,902
2017-12-01,862
2017-12-02,883
2017-12-03,867
2017-12-04,863
2017-12-05,888
2017-12-06,888
2017-12-07,888
2017-12-08,886
2017-12-09,874
2017-12-10,889
2017-12-11,891
2017-12-12,875
2017-12-13,883
2017-12-14,877
2017-12-15,853
2017-12-16,883
2017-12-17,863
2017-12-18,884
2017-12-19,874
2017-12-20,889
2017-12-21,869
2017-12-22,878
2017-12-23,865
2017-12-24,870
2017-12-25,875
2017-12-26,876
2017-12-27,868
2017-12-28,861
2017-12-29,883
2017-12-30,872
2017-12-31,861
2018-01-01,876
2018-01-02,862
2018-01-03,871
2018-01-04,848
2018-01-05,849
2018-01-06,851
2018-01-07,851
2018-01-08,859
2018-01-09,850
2018-01-10,865
2018-01-11,860
2018-01-12,854
2018-01-13,855
2018-01-14,842
2018-01-15,838
2018-01-16,863
2018-01-17,863
2018-01-18,857
2018-01-19,862
2018-01-20,844
2018-01-21,851
2018-01-22,849
2018-01-23,855
2018-01-24,849
2018-01-25,849
2018-01-26,845
2018-01-27,841
2018-01-28,852
2018-01-29,858
2018-01-30,865
2018-01-31,847
2018-02-01,846
2018-02-02,849
2018-02-03,834
2018-02-04,848
2018-02-05,817
2018-02-06,861
2018-02-07,839
2018-02-08,841
2018-02-09,831
2018-02-10,838
2018-02-11,829
2018-02-12,856
2018-02-13,847
2018-02-14,840
2018-02-15,847
2018-02-16,837
2018-02-17,824
2018-02-18,839
2018-02-19,841
2018-02-20,850
2018-02-21,829
2018-02-22,831
2018-02-23,823
2018-02-24,831
2018-02-25,834
2018-02-26,840
2018-02-27,832
2018-02-28,829
2018-03-01,829
2018-03-02,839
2018-03-03,838
2018-03-04,826
2018-03-05,823
2018-03-06,830
2018-03-07,837
2018-03-08,803
2018-03-09,826
2018-03-10,815
2018-03-11,812
2018-03-12,825
2018-03-13,822
2018-03-14,838
2018-03-15,827
2018-03-16,831
2018-03-17,797
2018-03-18,821
2018-03-19,809
2018-03-20,824
2018-03-21,844
2018-03-22,822
2018-03-23,834
2018-03-24,836
2018-03-25,824
2018-03-26,829
2018-03-27,812
2018-03-28,829
2018-03-29,835
2018-03-30,849
2018-03-31,811
2018-04-01,823
2018-04-02,820
2018-04-03,828
2018-04-04,842
2018-04-05,829
2018-04-06,809
2018-04-07,801
2018-04-08,830
2018-04-09,841
2018-04-10,812
2018-04-11,829
2018-04-12,829
2018-04-13,818
2018-04-14,818
2018-04-15,821
2018-04-16,835
2018-04-17,829
2018-04-18,861
2018-04-19,834
2018-04-20,819
2018-04-21,823
2018-04-22,825
2018-04-23,819
2018-04-24,833
2018-04-25,844
2018-04-26,836
2018-04-27,821
2018-04-28,829
2018-04-29,822
2018-04-30,833
2018-05-01,834
2018-05-02,826
2018-05-03,834
2018-05-04,830
2018-05-05,846
2018-05-06,850
2018-05-07,839
2018-05-08,826
2018-05-09,823
2018-05-10,815
2018-05-11,855
2018-05-12,829
2018-05-13,834
2018-05-14,832
2018-05-15,831
2018-05-16,858
2018-05-17,842
2018-05-18,836
2018-05-19,829
2018-05-20,845
2018-05-21,841
2018-05-22,846
2018-05-23,862
2018-05-24,858
2018-05-25,832
2018-05-26,840
2018-05-27,831
2018-05-28,866
2018-05-29,857
2018-05-30,833
2018-05-31,846
2018-06-01,850
2018-06-02,840
2018-06-03,841
2018-06-04,844
2018-06-05,871
2018-06-06,846
2018-06-07,872
2018-06-08,851
2018-06-09,857
2018-06-10,854
2018-06-11,853
2018-06-12,865
2018-06-13,867
2018-06-14,843
2018-06-15,849
2018-06-16,860
2018-06-17,853
2018-06-18,862
2018-06-19,861
2018-06-20,857
2018-06-21,857
2018-06-22,846
2018-06-23,874
2018-06-24,864
2018-06-25,864
2018-06-26,868
2018-06-27,892
2018-06-28,872
2018-06-29,860
2018-06-30,866
2018-07-01,873
2018-07-02,875
2018-07-03,885
2018-07-04,877
2018-07-05,876
2018-07-06,873
